Area|Estimate!!Total:!!Asia:!!South Central Asia:!!Iran|Estimate!!Total:!!Asia:!!Eastern Asia:!!Korea|Estimate!!Total:
77901|16|18|3542
77904|0|43|1483
77905|0|0|667
77950|0|0|0
77951|0|0|119
77954|0|0|216
77957|0|0|558
77960|0|0|0
77961|0|0|0
77962|0|0|422
77963|0|0|361
77964|0|0|320
77968|0|0|65
77969|0|0|0
77970|0|0|25
77971|0|0|0
77973|0|0|0
77974|0|0|0
77975|0|0|94
77976|0|0|0
77977|0|0|72
77978|0|2|19
77979|0|0|2285
77982|0|0|23
77983|0|11|233
77984|0|0|45
77986|0|0|0
77987|0|0|0
77988|0|0|18
77990|0|0|28
77991|0|0|6
77993|0|0|0
77994|0|0|0
77995|0|0|794
78001|0|0|0
78002|0|0|1543
78003|0|0|434
78004|0|0|0
78005|0|0|619
78006|0|93|2536
78007|0|0|0
78008|0|0|164
78009|0|9|791
78010|0|0|641
78011|0|0|82
78012|0|0|41
78013|0|0|496
78014|0|0|116
78015|0|0|1406
78016|0|0|496
78017|0|8|863
78019|0|0|285
78021|0|0|0
78022|0|0|103
78023|13|100|2369
78024|0|0|74
78025|0|5|423
78026|0|0|451
78027|0|0|0
78028|0|36|2198
78029|0|0|0
78039|0|0|34
78040|0|0|10567
78041|0|72|12034
78043|0|0|12925
78044|0|0|134
78045|0|18|15785
78046|0|0|15757
78050|0|0|20
78052|0|0|404
78055|0|0|105
78056|0|0|11
78057|0|0|74
78058|0|0|26
78059|0|0|737
78061|0|0|1843
78062|0|0|0
78063|0|7|534
78064|0|0|1207
78065|0|0|627
78066|0|0|45
78067|0|0|30
78069|0|0|596
78070|0|11|980
78071|0|0|392
78072|0|0|39
78073|0|0|1005
78074|0|0|72
78075|0|0|0
78076|0|0|2914
78101|0|0|457
78102|0|2|900
78104|0|0|0
78107|0|0|0
78108|0|97|2941
78109|4|382|5257
78111|0|0|0
78112|0|0|1257
78113|0|0|134
78114|4|50|804
78116|0|0|6
78117|0|0|0
78118|0|0|1058
78119|0|8|383
78121|0|0|687
78122|0|0|0
78123|0|0|125
78124|7|5|496
78125|0|0|0
78130|0|27|6269
78132|19|0|2234
78133|0|0|902
78140|0|0|1031
78141|0|0|2
78142|0|0|0
78143|0|0|0
78144|0|0|0
78145|0|0|0
78146|0|0|17
78147|0|0|110
78148|0|71|1847
78150|0|0|0
78151|0|0|7
78152|0|0|169
78154|0|65|2393
78155|21|114|3872
78159|0|0|62
78160|0|0|333
78161|0|0|23
78162|0|0|0
78163|0|25|697
78164|0|0|61
78201|0|18|9528
78202|0|4|1385
78203|0|0|1225
78204|0|0|1740
78205|0|5|157
78207|0|22|9706
78208|0|0|579
78209|28|163|4192
78210|18|8|4690
78211|0|0|5845
78212|0|16|3538
78213|57|39|8196
78214|0|0|3118
78215|0|11|397
78216|27|90|5013
78217|0|38|3930
78218|0|83|5491
78219|0|3|1748
78220|0|0|1207
78221|0|0|6510
78222|0|25|2341
78223|0|8|5799
78224|0|0|3051
78225|0|0|2004
78226|0|0|1011
78227|33|0|6477
78228|123|0|8895
78229|240|138|8131
78230|73|47|6946
78231|37|37|1180
78232|184|20|2606
78233|0|199|4960
78234|0|0|232
78235|0|4|158
78236|0|0|365
78237|0|0|7236
78238|0|0|3175
78239|31|28|4035
78240|172|125|10433
78242|0|0|7302
78243|0|0|0
78244|0|26|4671
78245|14|113|9036
78247|14|107|5201
78248|32|30|1120
78249|280|103|8650
78250|60|60|5931
78251|0|147|6191
78252|0|36|1965
78253|54|117|5205
78254|107|39|7223
78255|159|23|2500
78256|0|17|1030
78257|9|16|1929
78258|78|252|6074
78259|11|96|3731
78260|62|85|5256
78261|60|89|2547
78263|0|0|264
78264|0|0|2043
78266|79|104|499
78330|0|0|25
78332|0|0|796
78336|0|0|786
78338|0|0|0
78339|0|0|0
78340|0|0|2
78341|0|0|62
78342|0|0|18
78343|0|0|341
78344|0|0|0
78347|0|0|0
78349|0|0|0
78351|0|0|5
78352|0|0|43
78353|0|0|97
78355|0|7|671
78357|0|0|49
78358|0|0|238
78359|0|0|94
78360|0|0|0
78361|0|0|127
78362|0|9|848
78363|0|0|1824
78368|0|0|90
78369|0|0|0
78370|0|0|96
78371|0|0|6
78372|0|0|140
78373|0|0|337
78374|0|0|886
78375|0|0|320
78376|0|0|8
78377|0|0|69
78379|0|0|55
78380|0|0|1228
78382|0|83|644
78383|0|0|171
78384|0|0|180
78385|0|0|43
78387|0|0|399
78389|0|0|14
78390|0|0|147
78391|0|0|26
78393|0|0|1
78401|0|0|573
78402|0|0|0
78404|0|0|1703
78405|0|0|2493
78406|0|0|89
78407|0|0|352
78408|0|0|1144
78409|0|0|259
78410|0|0|1811
78411|0|8|1751
78412|0|0|3353
78413|7|33|2756
78414|56|175|4322
78415|0|0|4298
78416|0|0|1724
78417|0|0|485
78418|0|0|2294
78419|0|4|22
78501|7|35|17202
78503|24|0|6480
78504|3|232|13767
78516|0|0|9502
78520|0|0|16652
78521|0|0|26803
78526|0|31|14201
78535|0|0|99
78536|0|0|43
78537|0|0|13113
78538|0|0|2117
78539|0|0|7164
78540|0|0|0
78541|68|0|10161
78542|0|0|20779
78543|0|0|1152
78545|0|0|66
78547|0|0|191
78548|0|0|260
78549|0|0|267
78550|0|0|7805
78552|0|12|6423
78557|0|0|5160
78558|0|0|59
78559|0|0|2058
78560|0|0|934
78561|0|0|167
78562|0|0|1147
78563|0|0|0
78564|0|0|0
78565|0|0|0
78566|0|0|5594
78567|0|0|48
78569|0|0|585
78570|0|0|6560
78572|0|155|22865
78573|0|97|12291
78574|0|0|21059
78575|11|0|1389
78576|0|54|3697
78577|0|0|23717
78578|0|7|2185
78579|0|0|789
78580|0|0|1395
78582|0|0|10933
78583|0|0|1052
78584|0|0|5928
78585|0|0|0
78586|0|0|10252
78588|0|0|0
78589|0|0|9566
78590|0|0|127
78591|0|0|19
78592|0|0|188
78593|0|0|732
78594|0|0|414
78595|0|0|2245
78596|0|0|7089
78597|0|0|229
78598|0|0|0
78599|0|0|6997
78602|49|0|2581
78605|0|0|886
78606|0|0|566
78607|0|0|0
78608|0|0|0
78609|0|0|101
78610|0|163|4413
78611|0|0|492
78612|0|0|3127
78613|58|413|12614
78614|0|0|18
78615|0|0|99
78616|9|0|1995
78617|0|0|6736
78618|0|0|0
78619|0|0|266
78620|0|25|1208
78621|0|12|3413
78622|0|0|7
78623|0|0|43
78624|0|0|2107
78626|0|8|4272
78628|0|0|2289
78629|0|0|944
78631|0|0|94
78632|0|0|31
78633|30|253|1657
78634|81|0|4311
78635|0|0|0
78636|0|0|197
78638|0|0|23
78639|0|0|306
78640|0|14|8758
78641|304|360|10930
78642|0|0|1328
78643|0|0|183
78644|0|0|1435
78645|0|2|1209
78648|0|0|812
78650|0|0|97
78652|0|0|511
78653|23|14|5001
78654|0|3|1713
78655|0|0|596
78656|0|0|264
78657|0|0|948
78658|0|0|0
78659|0|0|45
78660|37|186|18520
78661|0|0|7
78662|0|0|65
78663|0|0|0
78664|99|14|10515
78665|53|357|8243
78666|760|36|6599
78669|0|0|579
78670|0|0|3
78671|0|0|179
78672|0|0|27
78674|0|0|68
78675|0|0|44
78676|17|0|970
78677|0|0|0
78681|23|374|8604
78701|12|13|1260
78702|104|66|2334
78703|48|177|2272
78704|55|74|5508
78705|20|428|4001
78712|0|0|36
78717|39|974|9717
78719|0|0|716
78721|0|0|1605
78722|10|21|495
78723|0|185|5584
78724|0|35|6839
78725|0|20|1856
78726|65|154|2447
78727|64|237|6522
78728|174|12|5242
78729|0|373|5240
78730|108|50|1691
78731|134|133|3606
78732|0|159|2156
78733|59|0|1575
78734|81|36|2093
78735|32|80|3378
78736|0|76|981
78737|137|27|1703
78738|53|124|3861
78739|56|17|3081
78741|39|102|10399
78742|0|0|159
78744|0|34|11377
78745|28|167|8226
78746|49|46|3442
78747|14|18|4014
78748|28|236|5207
78749|0|62|4929
78750|187|65|4284
78751|27|16|2046
78752|20|93|5288
78753|0|27|20919
78754|97|207|9981
78756|5|22|591
78757|0|61|3452
78758|90|215|13541
78759|110|207|8026
78801|0|0|2707
78802|0|0|0
78827|0|0|17
78828|0|0|0
78829|0|0|48
78830|0|0|35
78832|0|0|407
78833|0|0|3
78834|0|0|807
78836|0|0|45
78837|0|0|37
78838|0|0|0
78839|0|0|385
78840|0|3|10551
78841|0|0|0
78842|0|0|0
78843|0|0|15
78850|0|0|0
78851|0|0|0
78852|0|0|16345
78860|0|0|0
78861|0|8|395
78870|0|0|67
78871|0|0|0
78872|0|0|97
78873|0|0|51
78877|0|0|691
78879|0|0|0
78880|0|0|124
78881|0|0|108
78883|0|0|0
78884|0|0|75
78885|0|0|0
78886|0|0|64
78931|0|0|0
78932|0|0|59
78933|0|0|287
78934|0|0|812
78935|0|0|109
78938|0|0|0
78940|0|0|88
78941|0|0|288
78942|0|0|1215
78943|0|0|86
78944|0|0|36
78945|0|0|1139
78946|0|0|0
78947|0|21|89
78948|0|0|57
78949|0|0|0
78950|0|0|67
78951|0|0|0
78953|0|0|0
78954|0|0|71
78956|0|12|385
78957|0|0|656
78959|0|0|255
78962|0|0|302
78963|0|0|10
79001|0|0|10
79002|0|0|0
79003|0|0|0
79005|0|0|359
79007|0|25|877
79008|0|0|0
79009|0|0|809
79010|0|0|3
79011|0|0|17
79012|0|0|0
79013|0|0|1758
79014|0|0|559
79015|0|0|1083
79016|0|0|14
79018|0|0|24
79019|0|3|42
79021|0|0|6
79022|0|9|2340
79024|0|0|28
79025|0|0|0
79027|0|0|713
79029|0|3|3159
79031|0|0|106
79032|0|0|18
79033|0|0|0
79034|0|0|16
79035|0|0|1259
79036|0|3|94
79039|0|0|10
79040|0|0|642
79041|0|0|271
79042|0|0|76
79043|0|0|439
79044|0|0|77
79045|0|0|3149
79046|0|0|40
79051|0|0|0
79052|0|0|194
79053|0|0|0
79054|0|0|20
79056|0|0|0
79057|0|0|26
79058|0|0|0
79059|0|0|12
79061|0|0|43
79062|0|0|20
79063|0|0|20
79064|0|0|280
79065|0|0|2006
79066|0|0|0
79068|0|0|81
79070|0|0|2732
79072|0|10|2834
79073|0|0|2
79078|0|0|0
79079|0|0|230
79080|0|0|14
79081|0|0|481
79082|0|0|6
79083|0|0|78
79084|0|0|319
79085|0|0|0
79086|0|0|770
79087|0|0|44
79088|0|0|732
79091|0|0|0
79092|0|0|92
79093|0|0|54
79094|0|0|0
79095|0|0|196
79096|0|0|173
79097|0|0|0
79098|0|1|18
79101|0|0|17
79102|0|0|1234
79103|0|29|1373
79104|0|0|1256
79106|41|17|2495
79107|0|9|11200
79108|0|0|806
79109|331|93|2223
79110|221|0|1104
79111|0|0|42
79118|93|9|1484
79119|0|0|831
79121|0|0|322
79124|0|0|465
79201|0|0|509
79220|0|0|15
79223|0|0|0
79225|0|0|98
79226|0|0|74
79227|0|0|39
79229|0|0|4
79230|0|0|78
79231|0|0|0
79233|0|0|10
79234|0|0|0
79235|0|0|252
79236|0|0|28
79237|0|2|8
79239|0|0|14
79240|0|0|0
79241|0|0|182
79243|0|0|0
79244|0|0|8
79245|0|0|253
79247|0|0|0
79248|0|0|7
79250|0|0|81
79251|0|0|0
79252|0|0|172
79255|0|0|19
79256|0|0|0
79257|0|0|74
79258|0|0|0
79259|0|0|0
79261|0|0|57
79311|0|0|71
79312|0|0|408
79313|0|0|93
79314|0|0|32
79316|0|0|751
79322|0|0|103
79323|0|0|1364
79324|0|0|0
79325|0|0|266
79326|0|0|0
79329|0|0|55
79330|0|0|0
79331|0|0|489
79336|7|13|1596
79339|0|0|515
79342|0|0|90
79343|0|0|95
79344|0|0|0
79345|0|0|122
79346|0|0|317
79347|0|0|1549
79350|0|0|27
79351|0|0|106
79353|0|0|0
79355|0|0|330
79356|0|0|1468
79357|0|0|110
79358|0|0|19
79359|0|0|609
79360|0|0|4841
79363|0|0|62
79364|0|0|340
79366|0|0|39
79367|0|0|3
79369|0|0|0
79370|0|0|160
79371|0|8|86
79372|0|0|76
79373|0|5|51
79376|0|0|73
79377|0|0|26
79378|0|0|34
79379|0|0|79
79380|0|0|0
79381|0|0|57
79382|0|0|581
79383|0|0|6
79401|69|20|1073
79402|0|0|0
79403|0|0|701
79404|0|0|410
79406|0|0|395
79407|15|126|1144
79410|0|11|770
79411|0|0|654
79412|0|0|769
79413|0|0|970
79414|6|0|651
79415|37|0|1971
79416|14|112|2967
79423|9|11|2543
79424|0|63|3301
79501|0|0|277
79502|0|0|17
79503|0|0|4
79504|0|0|49
79505|0|0|0
79506|0|0|32
79508|0|0|25
79510|0|0|59
79511|0|0|0
79512|0|0|224
79517|0|0|77
79518|0|0|0
79519|0|0|0
79520|0|0|61
79521|0|0|164
79525|0|0|5
79526|0|0|13
79527|0|0|7
79528|0|0|4
79529|0|0|139
79530|0|0|8
79532|0|0|0
79533|0|0|3
79534|0|0|3
79535|0|0|0
79536|0|0|62
79537|0|0|6
79538|0|0|0
79539|0|0|7
79540|0|0|0
79541|0|0|0
79543|0|0|1
79544|0|0|28
79545|0|0|208
79546|0|0|74
79547|0|0|11
79548|0|0|7
79549|0|0|1162
79553|0|0|76
79556|11|0|733
79560|0|0|0
79561|0|0|23
79562|0|0|40
79563|0|4|71
79565|0|0|6
79566|0|0|0
79567|0|0|102
79601|0|15|2299
79602|0|95|2113
79603|0|35|1905
79605|8|17|1432
79606|39|0|1779
79607|0|11|183
79699|0|0|9
79701|0|13|5841
79703|52|0|4826
79705|0|27|4942
79706|0|19|2895
79707|21|158|3850
79713|0|0|120
79714|0|36|2902
79718|0|0|78
79719|0|0|27
79720|6|20|3114
79721|0|0|525
79730|0|0|57
79731|0|0|1041
79733|0|0|3
79734|0|0|257
79735|0|0|1813
79738|0|0|4
79739|0|0|246
79741|0|0|4
79742|0|0|40
79743|0|0|5
79744|0|0|195
79745|0|0|1112
79748|0|0|40
79749|0|0|13
79752|0|0|204
79754|0|0|1
79755|0|0|0
79756|0|0|930
79758|0|0|120
79759|0|0|0
79761|0|4|5319
79762|0|0|3819
79763|0|0|6931
79764|0|0|5344
79765|0|0|1793
79766|0|0|2518
79769|0|0|0
79770|0|0|0
79772|0|0|2548
79776|0|0|0
79777|0|0|8
79778|0|0|95
79780|0|0|0
79781|0|0|4
79782|0|0|461
79783|0|0|24
79785|0|0|3
79788|0|0|50
79789|0|0|69
79821|0|0|1665
79830|0|0|1089
79832|0|0|0
79834|0|0|15
79835|0|0|3839
79836|0|0|1895
79837|0|0|38
79838|0|0|2233
79839|0|0|455
79842|0|0|26
79843|0|0|796
79845|0|0|1899
79846|0|0|27
79847|0|0|7
79848|0|0|8
79849|0|0|4815
79851|0|0|886
79852|0|0|81
79853|0|0|1197
79854|0|0|0
79855|0|0|313
79901|0|0|3850
79902|9|42|5104
79903|0|0|4714
79904|0|43|7423
79905|0|0|7841
79906|0|9|423
79907|0|0|14503
79908|0|28|96
79911|0|30|1951
79912|145|106|18350
79915|0|0|9360
79916|0|43|259
79918|0|0|22
79920|0|0|1
79922|0|0|1134
79924|0|402|12037
79925|0|21|7459
79927|0|0|15228
79928|0|0|17116
79930|0|0|7080
79932|0|11|5733
79934|0|248|3408
79935|0|35|3755
79936|0|113|22366
79938|44|24|18173
80002|0|0|1642
80003|0|14|3552
80004|60|10|1249
80005|0|92|1010
80007|40|106|1235
80010|0|36|14514
80011|10|135|14340
80012|9|357|14273
80013|55|493|12047
80014|71|456|6880
80015|191|804|10595
80016|51|938|7645
80017|25|181|8147
80018|0|23|2299
80019|0|0|1229
80020|46|87|5441
80021|16|55|2139
80022|0|126|10313
80023|54|126|2535
80024|0|0|22
80025|0|0|6
80026|0|231|2724
80027|20|185|4069
80030|0|0|1510
80031|102|86|3756
80033|0|14|1004
80045|10|18|294
80101|0|0|31
80102|0|5|195
80103|0|0|46
80104|0|100|1354
80105|0|0|58
80106|0|0|331
80107|0|0|188
80108|181|0|2457
80109|0|0|1823
80110|0|11|1969
80111|52|550|5158
80112|39|181|4951
80113|47|9|1032
80116|0|0|86
80117|0|0|77
80118|0|15|221
80120|0|70|1904
80121|0|5|653
80122|27|49|1704
80123|0|93|3919
80124|22|205|2967
80125|0|44|460
80126|54|514|3635
80127|0|44|2477
80128|11|114|1590
80129|87|136|2427
80130|52|141|2462
80131|0|0|0
80132|0|166|1366
80133|0|8|194
80134|37|259|6180
80135|0|0|101
80136|0|10|305
80137|0|0|209
80138|0|164|1969
80202|57|77|1272
80203|0|79|1631
80204|9|81|5104
80205|0|24|2842
80206|17|98|1569
80207|0|12|1886
80209|75|60|1797
80210|73|151|2390
80211|24|59|2899
80212|15|41|1120
80214|0|12|2611
80215|9|36|1078
80216|2|0|3276
80218|14|0|1046
80219|0|15|16552
80220|8|52|4865
80221|0|79|6639
80222|4|59|3265
80223|0|16|3565
80224|20|108|2912
80226|0|173|3766
80227|7|7|3563
80228|52|85|2255
80229|28|12|11623
80230|16|0|1421
80231|125|44|6589
80232|0|62|1864
80233|14|49|5239
80234|106|60|2959
80235|10|19|576
80236|118|31|1796
80237|56|58|2194
80238|0|81|3159
80239|0|37|12893
80241|11|83|2542
80246|29|57|1674
80247|33|228|6899
80249|0|0|8871
80260|0|28|8393
80264|0|0|0
80266|0|0|0
80290|0|20|39
80293|0|0|0
80294|0|0|0
80301|28|70|2295
80302|111|54|2568
80303|58|144|2827
80304|37|29|2655
80305|52|55|1486
80310|9|49|862
80401|56|98|2812
80403|23|0|982
80419|0|0|0
80420|0|0|29
80421|0|0|123
80422|0|0|226
80423|0|0|0
80424|0|0|278
80425|0|0|0
80426|0|0|0
80427|0|0|24
80428|0|0|9
80430|0|0|0
80432|0|0|12
80433|0|34|424
80434|0|0|0
80435|0|0|1132
80436|0|0|0
80438|0|10|17
80439|0|86|832
80440|0|0|43
80442|0|0|225
80443|0|0|177
80444|0|0|37
80446|0|0|105
80447|0|0|101
80448|0|0|0
80449|0|0|0
80451|0|0|16
80452|0|0|148
80453|0|0|24
80454|0|0|49
80455|0|0|64
80456|0|0|0
80457|0|0|0
80459|0|0|94
80461|0|17|811
80463|0|0|0
80465|0|0|741
80466|0|20|225
80467|0|0|49
80468|0|0|0
80469|0|0|0
80470|0|0|12
80471|0|0|0
80473|0|0|0
80474|0|0|0
80475|0|0|0
80476|0|0|0
80478|0|0|66
80479|0|0|0
80480|0|0|26
80481|0|3|17
80482|0|0|11
80483|0|0|23
80487|0|40|1066
80498|0|0|240
80501|7|92|5332
80503|0|145|3561
80504|0|34|4050
80510|0|0|6
80512|0|0|43
80513|41|0|584
80514|0|0|514
80515|0|0|12
80516|39|96|2577
80517|0|15|695
80520|0|0|113
80521|31|73|2717
80524|17|36|3073
80525|129|59|3739
80526|0|40|2274
80528|0|189|2619
80530|0|0|194
80532|0|0|0
80534|0|0|735
80535|0|0|154
80536|0|0|18
80537|0|28|1260
80538|0|58|2215
80540|0|4|309
80542|0|0|222
80543|0|28|661
80544|0|0|0
80545|0|0|0
80546|0|0|0
80547|0|11|456
80549|0|27|238
80550|0|0|1134
80601|0|0|3161
80602|0|37|3510
80603|0|0|1327
80610|0|0|205
80611|0|0|11
80612|0|0|0
80615|0|0|739
80620|0|193|3068
80621|0|0|1746
80622|0|0|59
80623|0|0|193
80624|0|0|29
80631|9|118|9678
80634|0|57|4303
80640|0|0|1500
80642|0|0|556
80643|0|0|129
80644|0|0|192
80645|0|0|310
80646|0|0|0
80648|0|0|7
80649|0|0|3
80650|0|0|64
80651|0|1|446
80652|0|0|0
80653|0|0|6
80654|0|0|309
80701|4|0|2747
80705|0|0|181
80720|0|0|64
80721|0|0|38
80722|0|0|40
80723|0|0|487
80726|0|0|4
80727|0|0|71
80728|0|0|34
80729|0|0|0
80731|0|2|40
80732|0|0|0
80733|0|0|18
80734|0|3|547
80735|0|0|48
80736|0|0|6
80737|0|0|91
80740|0|0|0
80741|0|0|62
80742|0|0|2
80743|0|0|27
80744|0|0|38
80745|0|0|0
80746|0|0|5
80747|0|0|5
80749|0|0|7
80750|0|0|11
80751|0|0|777
80754|0|0|2
80755|0|0|0
80757|0|0|7
80758|0|0|377
80759|0|0|825
80801|0|0|1
80802|0|0|56
80804|0|0|5
80805|0|0|39
80807|0|3|258
80808|0|2|400
80809|0|0|7
80810|0|3|44
80812|0|0|25
80813|0|0|31
80814|0|0|78
80815|0|0|34
80816|0|0|147
80817|0|124|2217
80818|0|0|8
80819|0|7|22
80820|0|0|0
80821|0|0|10
80822|0|0|1
80823|0|0|1
80824|0|0|24
80825|0|0|0
80826|0|0|126
80827|0|0|30
80828|0|0|96
80829|0|0|381
80830|0|0|0
80831|0|15|910
80832|0|0|8
80833|0|0|0
80834|0|0|9
80835|0|0|2
80836|0|0|93
80840|0|15|241
80860|0|0|12
80861|0|0|3
80862|0|0|0
80863|0|22|369
80864|0|0|65
80902|0|0|251
80903|0|4|871
80904|0|54|639
80905|0|42|882
80906|9|101|2759
80907|0|41|1550
80908|0|68|1236
80909|8|30|1985
80910|0|106|3797
80911|0|68|2393
80913|0|7|271
80914|0|0|21
80915|36|141|1684
80916|0|240|5032
80917|94|110|2058
80918|11|292|2980
80919|41|139|1798
80920|45|304|2334
80921|16|50|1937
80922|0|199|2938
80923|0|398|2708
80924|0|176|1253
80925|0|55|953
80926|0|9|81
80927|0|48|337
80928|0|0|28
80929|0|0|0
80930|0|0|23
80938|0|0|78
80939|0|0|0
80951|0|21|368
81001|0|7|1596
81003|0|27|577
81004|0|28|766
81005|0|32|903
81006|0|0|255
81007|0|41|1106
81008|0|23|525
81019|0|0|0
81020|0|0|0
81021|0|0|0
81022|0|0|127
81023|0|0|33
81024|0|0|0
81025|0|0|7
81027|0|0|2
81029|0|0|10
81030|0|0|4
81033|0|0|0
81036|0|0|2
81039|0|0|26
81040|0|0|0
81041|0|0|159
81043|0|0|0
81044|0|0|9
81045|0|0|0
81046|0|0|0
81047|0|0|207
81049|0|0|0
81050|0|0|311
81052|0|0|888
81054|0|0|164
81055|0|0|45
81057|0|0|0
81058|0|38|87
81059|0|0|0
81062|0|0|22
81063|0|0|55
81064|0|0|4
81067|0|27|226
81069|0|0|17
81071|0|0|8
81073|0|0|61
81076|0|0|18
81077|0|0|8
81081|0|0|0
81082|0|0|479
81084|0|0|10
81087|0|0|3
81089|0|0|86
81090|0|0|60
81091|0|0|103
81092|0|2|13
81101|0|18|1113
81120|0|0|23
81121|0|0|7
81122|0|0|169
81123|0|0|72
81124|0|0|2
81125|0|0|402
81126|0|0|7
81128|0|0|0
81129|0|0|0
81130|0|0|4
81131|0|0|36
81132|0|0|29
81133|0|2|70
81136|0|0|54
81137|0|0|74
81138|0|0|12
81140|0|0|41
81141|0|0|33
81143|0|0|13
81144|0|0|257
81146|0|0|78
81147|0|47|501
81148|0|0|44
81149|0|0|99
81151|0|0|51
81152|0|0|30
81154|2|0|15
81155|0|0|0
81201|0|128|347
81210|0|0|0
81211|0|5|295
81212|0|27|721
81220|0|0|0
81221|0|0|0
81222|0|0|0
81223|0|0|37
81224|0|0|215
81225|0|0|45
81226|0|25|338
81227|0|0|0
81228|0|0|0
81230|0|0|330
81232|0|0|0
81233|0|0|34
81235|0|0|4
81236|0|0|0
81237|0|0|0
81239|0|0|0
81240|0|0|54
81241|0|0|0
81242|0|0|7
81243|0|0|0
81244|0|0|11
81248|0|0|0
81251|0|0|0
81252|0|0|160
81253|0|0|0
81301|0|0|588
81303|0|0|569
81320|0|0|0
81321|0|0|641
81323|0|0|200
81324|0|0|10
81325|0|0|20
81326|0|3|110
81327|0|0|0
81328|0|0|56
81330|0|0|7
81331|0|0|0
81332|0|0|16
81334|0|0|20
81335|0|0|0
81401|47|5|1680
81403|0|0|1002
81410|0|0|124
81411|0|0|0
81413|0|0|163
81415|0|0|22
81416|0|2|879
81418|0|0|54
81419|0|0|127
81422|0|0|3
81423|0|0|68
81424|0|0|1
81425|0|0|535
81426|0|0|6
81427|0|0|8
81428|0|0|109
81429|0|0|0
81430|0|0|0
81431|0|0|0
81432|0|0|73
81433|0|0|68
81434|0|0|0
81435|0|0|603
81501|17|31|1492
81503|0|0|407
81504|0|10|1489
81505|0|0|821
81506|15|0|255
81507|0|44|361
81520|0|0|821
81521|0|0|134
81522|0|0|0
81523|0|0|15
81524|0|0|0
81525|0|0|14
81526|0|0|195
81527|0|0|16
81601|0|14|2608
81610|0|0|0
81611|0|2|1290
81612|0|0|0
81615|0|0|669
81620|0|0|1737
81621|0|0|728
81623|0|9|3145
81624|0|0|16
81625|0|10|785
81630|0|0|42
81631|0|0|683
81632|0|0|2051
81633|0|0|0
81635|0|0|400
81637|0|4|1724
81638|0|0|0
81639|0|0|115
81640|0|0|0
81641|0|0|272
81642|0|0|0
81643|0|0|9
81645|0|0|29
81646|0|0|0
81647|9|0|700
81648|0|0|24
81649|0|0|15
81650|0|0|2263
81652|0|3|719
81653|0|0|0
81654|0|0|69
81655|0|0|119
81656|0|0|37
81657|0|3|436
82001|0|26|1003
82005|0|0|26
82007|0|77|784
82009|0|59|1138
82050|0|0|20
82051|0|0|0
82052|0|0|0
82053|0|0|76
82054|0|0|14
82055|0|0|0
82058|0|0|0
82059|0|0|0
82060|0|0|0
82061|0|0|0
82063|0|0|0
82070|19|24|1267
82072|70|31|1260
82073|0|0|0
82081|0|0|0
82082|0|0|132
82083|0|0|9
82084|0|0|0
82190|0|0|37
82201|0|35|165
82210|0|0|3
82212|0|0|0
82213|0|0|0
82214|0|0|5
82215|0|0|0
82217|0|0|0
82218|0|0|0
82219|0|0|0
82221|0|0|8
82222|0|0|0
82223|0|0|14
82224|0|0|0
82225|0|0|0
82227|0|0|0
82229|0|0|0
82240|0|0|226
82242|0|0|0
82243|0|0|0
82244|0|0|0
82301|0|2|569
82310|0|0|12
82321|0|0|29
82322|0|0|2
82323|0|0|66
82324|0|0|0
82325|0|0|6
82327|0|0|21
82329|0|0|13
82331|0|0|71
82332|0|0|0
82334|0|3|11
82335|0|0|0
82336|0|0|39
82401|0|0|71
82410|0|0|18
82411|0|0|5
82412|0|0|10
82414|0|0|513
82420|0|0|25
82421|0|0|12
82422|0|0|0
82423|0|0|0
82426|0|0|196
82428|0|0|0
82430|0|0|0
82431|0|0|34
82432|0|0|45
82433|0|0|10
82434|0|0|0
82435|0|0|209
82440|0|0|0
82441|0|0|2
82442|0|0|7
82443|0|0|20
82450|0|0|0
82501|0|9|339
82510|0|0|0
82512|0|0|0
82513|0|0|31
82514|0|0|9
82515|0|0|0
82516|0|0|7
82520|0|4|205
82523|0|0|28
82601|0|8|443
82604|0|0|631
82609|0|0|331
82620|0|0|0
82630|0|0|0
82633|0|40|349
82635|0|0|0
82636|0|0|152
82637|0|0|55
82638|0|0|0
82639|0|0|8
82640|0|0|0
82642|0|0|0
82643|0|0|0
82644|0|0|51
82646|0|0|0
82648|0|0|0
82649|0|0|3
82701|0|15|90
82710|0|0|0
82711|0|0|0
82712|0|0|0
82714|0|0|0
82716|0|0|539
82718|0|0|478
82720|0|0|5
82721|0|0|30
82723|0|0|0
82725|0|0|0
82727|0|0|0
82729|0|0|124
82730|0|0|18
82731|0|0|0
82732|0|25|320
82801|37|12|675
82831|0|0|1
82832|0|0|0
82833|0|0|0
82834|0|0|118
82835|0|0|0
82836|0|0|3
82837|0|0|0
82838|0|0|6
82839|0|0|5
82842|0|0|0
82844|0|0|0
82845|0|0|0
82901|0|25|1724
82922|0|0|0
82923|0|0|0
82925|0|0|0
82929|0|0|15
82930|0|0|564
82932|0|0|0
82933|0|0|0
82934|0|0|17
82935|58|0|489
82936|0|0|0
82937|0|0|15
82938|0|0|0
82939|0|0|7
82941|0|0|278
82942|0|0|0
82943|0|0|22
82944|0|0|0
82945|0|0|7
83001|0|0|2384
83011|0|0|0
83012|0|0|0
83013|0|0|7
83014|0|0|98
83025|0|0|56
